org_name,shared_companies,shared_big_companies,group_size,countries_worked_in_together,worked_together_time,worked_together_time_big,communication_skills,emotional_intelligence,shared_languages,shared_skills,endorsements,skill_synergy,years_studied_together,level_studied_together,shared_projects,shared_publications,prior_experience_scale,founders_with_prior_technical_experience,founders_with_prior_business_experience,founders_with_good_network,founders_with_marketing_experience,founders_with_finance_experience,founders_with_legal_experience,founders_resilient,rd_costs,set_up_costs,brand_loyalty,legal_barriers,capital_requirements,years_to_breakeven,market_saturation,companies_that_failed,prior_founding_experience,previous_big_tech_experience,institution_level,average_publications,average_education,highest_education,average_extroversion,leadership_roles,years_of_experience,years_post_grad,countries_worked_in_average,average_GPA,average_awards,success
Eliaz Therapeutics,,,1,,,,0,0,,,,0,,,,,5,1,1,1,0,0,0,0,5.0,6.0,7.0,5.0,8.0,4,5,3,1,0,1,3.0,3.0,PHD,4.0,3.0,30.0,32.0,1.0,3.5,1.0,0
Elios,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,5.0,5.0,7.0,5.0,6.0,3,7,2,1,0,4,0.0,1.0,Bachelors,3.0,1.0,9.0,9.0,1.0,3.0,0.0,0
Elite Sweets,0,0,3,2,0,0,0,2,1,5,0,0,1.5,Bachelor's Degree,0,0,2,1,3,3,2,0,0,3,5.0,4.0,6.0,3.0,6.0,2,5,2,1,2,1,0.0,2.0,Master's Degree,3.0,1.33,2.33,2.5,1.0,3.5,4.0,0
EliteGamingLIVE,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,10,5,0,0,4,0.0,1.5,Bachelors,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0
Elli Quark,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,0,5.0,6.0,4.0,5.0,6.0,3,5,3,0,0,2,0.0,2.0,Bachelors,3.0,1.0,12.0,2.0,1.0,3.5,0.0,0
Ellicottville Greens,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,3.0,5.0,5.0,4.0,6.0,3,5,1,1,0,3,0.0,2.0,Masters,3.0,2.0,8.0,5.0,1.0,3.5,1.0,0
EllieGrid,0,0,3,0,0,0,0,1,1,0,0,0,0.0,,0,0,2,2,2,1,1,1,0,1,7.0,6.0,7.0,5.0,7.0,3,5,0,2,0,2,0.0,1.0,Bachelor's,2.0,1.0,4.0,4.0,1.0,3.5,0.0,0
Elloveo,,,1,,,,0,0,,,,0,,,,,2,1,1,0,0,0,0,0,5.0,5.0,2.0,3.0,5.0,3,5,1,1,1,1,0.0,3.0,PHD,2.5,1.0,16.0,1.0,1.0,3.8,0.0,0
Elva,0,0,2,0,0,0,1,0,2,0,0,0,0.0,,0,0,2,1,2,1,0,1,0,1,4.0,4.0,5.0,4.0,6.0,3,4,2,2,0,1,0.0,2.0,Masters,0.0,2.0,15.0,11.0,1.0,3.5,0.0,0
Emagine Solutions Technology,0,0,2,0,0,0,0,0,3,0,0,0,0.0,,0,0,2,0,1,0,1,1,0,0,5.0,6.0,6.0,5.0,7.0,3,15,2,1,0,2,0.0,2.5,Masters,4.0,1.0,4.5,1.5,1.0,3.4,0.0,0
Emailio,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,1,0,0,5.0,5.0,6.0,7.0,7.0,3,3,5,1,0,2,0.0,2.0,Masters,3.0,1.0,10.0,10.0,1.0,3.5,0.0,0
Emanate Wireless,,,1,,,,1,0,,,,0,,,,,3,1,1,0,0,0,0,0,4.0,5.0,6.0,4.0,7.0,5,10,5,1,1,2,0.0,2.0,Master's,2.0,1.0,25.0,8.5,1.0,3.5,0.0,0
Embedor Technologies,1,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,3,1,1,1,0,0,0,0,6.0,5.0,8.0,7.0,6.0,3,10,5,0,0,3,0.0,3.0,PHD,2.0,2.0,6.0,1.0,1.0,0.0,0.0,0
Ember Gardens,0,0,2,0,0,0,0,0,2,0,0,0,0.0,,0,0,2,0,2,0,0,0,0,0,5.0,6.0,5.0,5.0,6.0,3,10,5,0,0,5,0.0,1.0,Bachelors,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0
Ember Health,0,0,2,1,0,0,0,2,2,0,0,0,0.0,,0,0,4,1,2,2,0,0,1,2,8.0,7.0,6.0,5.0,8.0,2,5,8,1,0,1,0.0,2.0,PHD,3.0,5.0,13.5,5.0,3.0,3.4,0.0,0
Embleema,0,0,2,0,0,0,0,0,3,0,0,0,1.5,Masters,0,0,2,2,1,0,0,0,0,0,7.0,6.0,5.0,7.0,8.0,3,5,12,0,0,2,0.0,2.0,Masters,3.0,1.0,5.5,8.0,1.0,3.7,0.0,0
Embodied Labs,2,0,3,2,1,0,3,2,2,0,0,1,2.33,Bachelors,0,0,4,3,3,3,1,0,0,3,6.0,7.0,8.0,6.0,7.0,3,15,3,3,0,1,0.0,2.0,Masters,3.0,0.67,7.67,3.0,1.0,3.33,1.0,0
Embolic Acceleration,,,1,,,,0,0,,,,0,,,,,1,0,0,0,0,0,0,0,5.0,5.0,6.0,4.0,5.0,3,3,0,1,0,5,0.0,1.0,Bachelors,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Embry Tech,0,0,2,2,0,0,0,0,3,0,0,0,0.0,,0,0,2,1,1,0,1,0,0,0,5.0,6.0,5.0,4.0,7.0,2,10,3,0,0,4,1.0,3.0,Masters,3.0,0.0,5.0,0.0,2.0,3.5,0.0,0
Embue,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,0,0,0,5.0,5.0,6.0,5.0,7.0,3,10,5,1,0,2,0.0,2.0,MA,3.0,1.0,15.0,25.0,1.0,3.5,0.0,0
Emerald Logic,,,1,,,,0,0,,,,0,,,,,1,1,1,1,0,0,0,0,5.0,5.0,6.0,4.0,6.0,3,3,0,1,1,2,0.0,2.0,MBA,3.0,1.0,25.0,8.0,1.0,3.5,0.0,0
Emergent Business Group,,,1,,,,1,1,,,,0,,,,,2,0,1,0,0,1,0,1,6.0,5.0,7.0,5.0,7.0,3,5,3,1,0,2,0.0,1.0,Bachelors,3.0,1.0,25.0,8.0,1.0,3.0,0.0,0
Emerging Women,,,1,,,,1,1,,,,0,,,,,1,0,1,1,1,1,0,0,3.0,4.0,6.0,4.0,5.0,3,10,2,1,1,2,0.0,2.0,Masters,4.0,2.0,14.0,21.0,1.0,3.5,1.0,0
Emergynt,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,1,1,0,0,0,0,0,5.0,5.0,6.0,4.0,7.0,3,5,3,1,0,4,0.0,3.0,PHD,0.0,1.0,40.0,0.0,0.0,0.0,0.0,0
Emojot,3,1,4,4,1,0,3,2,2,24,0,2,0.0,,0,0,4,4,1,2,0,0,0,3,7.0,6.0,7.0,5.0,7.0,3,5,2,3,2,2,0.0,2.0,PhD,4.0,2.0,12.0,4.0,2.0,3.56,1.0,0
Emote Education,1,0,2,0,0,0,0,0,3,0,0,0,0.0,,0,0,2,0,1,0,1,0,0,0,5.0,3.0,4.0,3.0,4.0,3,2,1,0,1,2,0.0,2.0,Bachelors,2.0,1.0,0.0,7.0,1.0,0.0,0.0,0
Emotiv,0,0,2,0,0,0,1,0,2,0,0,0,1.5,Bachelors,0,0,2,1,1,0,0,0,1,0,6.0,5.0,7.0,5.0,6.0,3,5,3,0,0,2,0.0,2.0,Masters,3.0,1.0,8.0,3.0,1.0,3.5,2.0,0
Empathetics,,,1,,,,0,0,,,,0,,,,,2,1,0,1,0,0,0,0,5.0,6.0,6.0,4.0,5.0,3,5,0,0,0,1,0.0,3.0,PHD,4.0,1.0,30.0,8.0,1.0,3.5,0.0,0
Empire Biotechnologies,1,0,2,1,4,0,0,0,1,0,0,2,1.0,Masters,0,0,4,2,2,0,0,0,0,0,7.0,6.0,6.0,4.0,6.0,3,5,2,1,0,2,0.0,2.0,PHD,3.0,3.0,8.0,4.0,1.0,3.6,0.0,0
Empiri,,,1,,,,0,0,,,,0,,,,,5,1,0,0,0,0,0,0,7.0,8.0,6.0,5.0,7.0,3,10,5,1,1,1,0.0,3.0,PHD,3.0,1.0,15.0,5.0,1.0,3.0,0.0,0
Empow Studios,,,1,,,,1,1,,,,2,,,,,4,1,1,1,1,0,0,0,7.0,6.0,5.0,5.0,6.0,4,100,10,1,0,2,0.0,2.0,MBA,3.0,1.0,10.0,3.0,1.0,3.5,1.0,0
EmpoweRx,,,1,,,,1,0,,,,0,,,,,1,0,1,0,1,0,0,0,7.0,6.0,5.0,6.0,7.0,3,2,2,1,0,5,0.0,1.0,Bachelors,4.0,1.0,30.0,9.0,1.0,0.0,0.0,0
EmpowerMe Wellness,,,1,,,,0,0,,,,0,,,,,4,0,1,1,0,0,1,0,6.0,5.0,7.0,6.0,7.0,3,5,2,1,0,2,10.0,3.0,PhD,3.0,2.0,13.0,3.0,1.0,3.7,1.0,0
Empyreal Enterprises,0,0,2,0,0,0,1,0,0,0,0,0,3.0,Bachelors,0,0,1,0,2,0,1,1,0,0,3.0,5.0,6.0,5.0,7.0,2,10,5,0,0,1,0.0,1.5,Bachelors,1.0,1.0,14.0,6.0,1.0,3.0,0.0,0
EnChroma,0,0,2,0,0,0,1,1,0,0,0,0,0.0,,0,0,3,1,2,0,0,0,0,0,5.0,6.0,7.0,5.0,6.0,2,3,1,1,0,2,0.0,2.0,Bachelors,3.0,1.0,15.0,23.0,1.0,0.0,0.0,0
EnGen Bio,,,1,,,,0,0,,,,0,,,,,1,1,0,0,0,0,0,0,7.0,6.0,8.0,5.0,7.0,5,3,2,1,0,1,0.0,3.0,PHD,3.0,1.0,13.0,7.0,1.0,3.5,0.0,0
EnGeniousAg,3,0,3,1,0,0,0,0,0,0,0,0,2.0,PhD,0,0,2,2,2,0,0,0,0,0,6.0,6.0,6.0,5.0,7.0,4,4,2,2,0,2,1.5,3.0,PHD,2.0,1.0,22.0,5.5,3.33,3.5,0.3,0
EnKoat,0,0,2,3,0,0,2,1,2,12,0,2,0.0,,0,0,5,2,0,2,0,0,0,2,6.0,5.0,5.0,4.0,6.0,3,4,1,2,0,1,0.0,2.0,PHD,4.0,2.0,7.0,5.0,2.0,3.6,0.0,0
EnTribe,,,1,,,,0,0,,,,0,,,,,3,0,1,1,0,1,0,1,7.0,6.0,8.0,4.0,8.0,3,10,5,1,1,2,0.0,1.0,Bachelors,5.0,1.0,20.0,23.0,2.0,3.5,0.0,0
EnVision,,,1,,,,0,0,,,,0,,,,,3,0,1,0,0,0,0,0,4.0,5.0,6.0,3.0,5.0,3,2,1,1,0,2,0.0,1.0,Bachelors,0.0,1.0,7.0,6.0,1.0,0.0,0.0,0
EnVision Endoscopy,0,0,2,0,0,0,0,0,0,0,0,0,1.5,Masters,0,0,0,1,0,0,0,0,0,0,7.0,7.0,6.0,5.0,6.0,3,10,5,0,1,2,0.0,3.0,PhD,3.0,1.0,7.0,5.0,0.0,3.5,0.0,0
Encast,0,0,2,0,0,0,1,1,2,0,0,0,0.0,,0,0,2,1,2,1,0,1,0,1,7.0,8.0,5.0,6.0,7.0,2,10,5,1,1,2,0.0,2.0,Bachelor,5.0,2.0,15.0,10.0,1.0,3.0,0.0,0
EncepHeal Therapeutics,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,5.0,5.0,5.0,4.0,6.0,3,15,3,1,0,2,0.0,2.0,Masters,2.0,1.0,3.0,8.0,1.0,0.0,0.0,0
Encora Therapeutics,1,1,2,1,2,1,2,1,2,8,0,2,4.0,Masters,1,5,5,2,1,2,0,0,0,2,6.0,7.0,5.0,6.0,6.0,3,5,2,2,2,1,3.0,2.0,Masters,4.0,1.5,3.0,5.0,1.0,3.7,2.0,0
Endcrawl,,,1,,,,1,0,,,,0,,,,,1,1,0,1,0,0,0,1,4.0,5.0,6.0,4.0,6.0,3,3,1,1,1,5,0.0,1.0,Bachelors,3.0,1.0,18.0,5.0,1.0,0.0,0.0,0
Endeavor Energy,,,1,,,,0,0,,,,0,,,,,5,2,1,0,0,0,1,1,7.0,8.0,6.0,7.0,8.0,3,10,5,1,3,1,0.0,2.0,JD,4.0,3.0,25.0,5.0,1.0,3.5,0.0,1
Endeavos Innovations,,,1,,,,1,0,,,,0,,,,,2,1,0,1,0,0,0,0,5.0,5.0,5.0,6.0,7.0,3,10,1,0,1,2,0.0,2.0,PHD,3.0,1.0,10.0,14.0,1.0,3.5,0.0,0
EndoSound,,,1,,,,0,0,,,,0,,,,,4,1,1,0,0,0,0,0,5.0,6.0,5.0,6.0,6.0,3,10,2,2,0,3,0.0,2.0,Masters,0.0,2.5,32.0,36.0,1.0,0.0,0.0,0
Enduralock,,,1,,,,0,0,,,,0,,,,,1,0,1,1,0,0,0,0,5.0,6.0,4.0,3.0,6.0,3,5,1,0,0,2,0.0,2.0,Masters,4.0,1.0,6.0,9.0,1.0,3.5,0.0,0
Endurance Lasers,0,0,2,4,0,0,1,0,3,44,0,0,0.0,,0,0,2,1,2,1,1,2,0,1,5.0,6.0,4.0,6.0,5.0,3,10,3,1,0,2,0.0,2.0,Specialist,4.0,1.0,10.0,5.0,2.0,3.0,0.0,0
Enduvo,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,2,0,0,0,0,0,0,5.0,4.0,4.0,4.0,5.0,3,1,0,0,0,2,0.0,2.0,Bachelors,3.0,3.0,9.0,8.0,1.0,3.0,0.0,0
Energy Futures Group,1,0,3,0,2,0,0,0,1,0,0,0,3.0,Masters,0,0,4,3,1,3,0,0,0,3,6.0,6.0,7.0,5.0,6.0,3,3,2,1,3,2,0.0,2.0,Masters,2.0,3.0,9.0,10.0,1.0,0.0,0.0,0
Energy Harvesters LLC,,,1,,,,0,0,,,,0,,,,,3,1,1,1,1,1,0,0,5.0,5.0,6.0,4.0,7.0,5,20,5,1,0,1,0.0,2.0,MBA,4.0,2.0,30.0,41.0,1.0,3.5,0.0,0
Energy Internet Corporation,1,0,2,0,0,0,0,0,3,0,0,0,2.0,Masters,0,0,2,2,1,0,0,1,0,0,7.0,6.0,7.0,5.0,6.0,3,5,3,2,2,1,0.0,2.0,Masters,2.0,2.0,19.5,1.5,2.0,3.6,0.0,0
EnergyFunders,,,1,,,,0,0,,,,0,,,,,3,0,1,0,1,1,1,1,5.0,5.0,7.0,3.0,6.0,3,5,3,1,0,2,0.0,2.0,Juris Doctor,4.0,2.0,16.0,17.0,1.0,0.0,0.0,0
Enertia Microsystems,0,0,2,0,0,0,1,0,3,10,0,0,0.0,,0,0,2,1,1,0,0,0,0,0,6.0,6.0,4.0,4.0,6.0,5,3,1,1,0,1,0.0,3.0,PHD,3.0,1.0,5.0,1.0,1.0,3.3,0.0,0
Enfinity,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,4.0,6.0,7.0,5.0,7.0,3,5,2,1,0,3,0.0,1.0,Bachelors,0.0,1.0,18.0,18.0,1.0,0.0,0.0,1
Enfuego Technologies,,,1,,,,1,0,,,,0,,,,,2,1,1,1,1,1,0,1,7.0,6.0,5.0,4.0,5.0,3,10,2,1,0,2,0.0,2.0,Masters,4.0,2.0,20.0,3.0,1.0,3.5,0.0,0
Engagedly,1,0,2,0,2,0,0,0,0,0,0,1,0.0,,0,0,4,2,2,2,0,0,0,0,6.0,6.0,8.0,7.0,7.0,3,5,1,2,2,3,0.0,2.0,Masters,3.0,1.0,15.0,8.0,1.0,3.5,0.0,0
"Engajer, Inc.",,,1,,,,1,1,,,,0,,,,,2,0,1,1,1,0,0,1,7.0,6.0,5.0,4.0,6.0,3,7,5,1,0,2,0.0,1.0,Bachelors,5.0,3.0,14.0,7.0,1.0,3.5,1.0,0
Engiven,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,6.0,5.0,4.0,7.0,3,0,1,0,0,2,0.0,2.0,Bachelors,3.0,3.0,10.0,3.0,1.0,3.5,0.0,0
Enjoy,,,1,,,,0,0,,,,0,,,,,5,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,2,10,5,1,1,2,0.0,2.0,Bachelors,3.0,1.0,5.0,1.0,1.0,3.0,0.0,1
Enki,,,1,,,,0,0,,,,0,,,,,4,1,1,1,0,1,0,0,3.0,5.0,3.0,4.0,6.0,3,4,3,3,1,1,0.0,3.0,Masters,4.0,5.0,10.0,8.0,1.0,3.8,0.0,0
Enlyton,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,0,0,0,0,0,0,5.0,5.0,5.0,6.0,7.0,3,4,1,0,0,3,0.0,2.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Enrich.ly,,,1,,,,0,0,,,,0,,,,,1,0,1,1,1,1,0,0,5.0,6.0,6.0,6.0,7.0,3,5,1,1,0,3,0.0,2.0,Masters,3.0,2.0,10.0,2.0,1.0,3.5,0.0,0
EnrichHER,,,1,,,,0,0,,,,0,,,,,5,2,2,0,0,2,0,0,6.0,7.0,8.0,7.0,8.0,3,3,1,1,1,2,0.0,3.0,PHD,5.0,4.0,8.0,1.0,1.0,3.7,4.0,0
Enroll Hero,1,0,2,1,2,0,1,1,2,0,0,1,1.0,Bachelors,0,0,3,2,1,2,0,1,0,1,5.0,5.0,5.0,3.0,6.0,2,5,1,2,2,2,0.0,2.0,Masters,3.0,1.5,6.5,2.5,1.0,3.0,0.0,0
Enrou,,,1,,,,0,0,,,,0,,,,,3,0,1,1,1,0,0,0,5.0,6.0,7.0,6.0,7.0,3,25,3,1,1,2,0.0,2.0,Bachelors,3.0,2.0,7.0,10.0,1.0,3.5,0.0,0
Enterprise Risk Control,,,1,,,,0,0,,,,0,,,,,3,0,1,0,0,0,0,0,5.0,6.0,5.0,6.0,7.0,3,8,5,1,0,3,0.0,2.0,Bachelors,4.0,3.0,19.0,5.0,1.0,3.5,0.0,0
Enterprise UAS,2,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,2,1,2,2,1,0,0,0,5.0,6.0,7.0,4.0,7.0,3,20,5,1,0,2,0.0,2.0,Bachelors,0.0,2.0,12.0,8.0,1.0,3.5,0.0,0
Entopsis,0,0,2,0,0,0,1,0,0,0,0,0,0.0,,0,0,3,2,0,0,0,0,1,0,7.0,5.0,5.0,6.0,7.0,2,10,5,0,0,2,0.0,2.0,PHD,0.0,2.0,8.0,12.0,1.0,3.5,0.0,0
Entrada Therapeutics,0,0,2,0,0,0,1,1,0,8,0,0,5.0,Doctoral,0,0,4,1,0,1,0,0,0,1,5.0,7.0,6.0,6.0,8.0,3,10,2,1,0,2,0.0,3.0,PHD,3.0,1.0,9.0,9.0,1.0,3.5,0.0,1
Envelope City,,,1,,,,0,0,,,,0,,,,,2,1,1,1,0,0,0,0,5.0,6.0,7.0,4.0,6.0,3,10,5,1,0,1,1.0,2.0,Masters,3.0,2.0,24.0,18.0,1.0,3.5,1.0,0
Enveritas,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,5.0,5.0,6.0,4.0,5.0,4,5,2,1,1,2,0.0,2.0,Masters,3.0,3.0,9.5,0.5,3.0,3.5,0.0,0
"EnviroKure, Incorporated",,,1,,,,1,0,,,,0,,,,,2,0,1,0,0,1,0,0,6.0,7.0,6.0,5.0,7.0,4,5,3,0,0,4,0.0,1.0,Bachelors,3.0,1.0,30.0,3.0,1.0,3.4,0.0,0
Envision Diagnostics,,,1,,,,0,0,,,,0,,,,,3,1,0,0,0,0,0,0,5.0,6.0,4.0,5.0,6.0,2,5,1,0,0,1,0.0,3.0,MD,0.0,1.0,19.0,13.0,0.0,0.0,0.0,0
Envoy America,,,1,,,,0,0,,,,0,,,,,2,0,1,1,1,1,0,0,5.0,7.0,7.0,5.0,6.0,3,10,5,1,2,1,0.0,2.0,MBA,4.0,1.0,30.0,22.0,3.0,3.5,2.0,0
Envy.rent,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,1,0,2,0,0,0,0,0,5.0,5.0,6.0,5.0,6.0,3,5,10,0,0,2,0.0,2.0,Masters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Enwoven,0,0,2,1,0,0,1,0,0,34,0,0,0.0,,0,0,2,1,1,1,0,0,0,0,5.0,7.0,8.0,6.0,7.0,3,10,5,1,0,2,0.0,2.0,Masters,5.0,3.0,10.0,8.0,1.0,3.5,0.0,0
Enzyme,1,0,2,1,2,0,1,1,1,0,0,2,2.5,Masters,0,0,4,2,2,1,0,0,0,1,7.0,8.0,6.0,5.0,7.0,3,6,1,2,1,1,0.0,2.0,Masters,4.0,2.0,11.0,3.0,1.0,3.5,0.0,0
Eone Timepieces,1,0,2,1,4,0,0,0,0,0,0,1,0.0,,0,0,1,2,2,2,0,1,0,0,5.0,6.0,7.0,4.0,6.0,3,10,2,2,2,2,0.0,2.0,Masters,2.0,1.0,15.0,3.0,1.0,3.5,1.0,0
Eosera,,,1,,,,0,0,,,,0,,,,,2,0,1,1,0,0,0,0,7.0,7.0,6.0,5.0,8.0,3,5,2,1,0,2,0.0,2.0,MBA,3.0,4.0,20.0,8.0,1.0,0.0,0.0,0
Epharmix,1,0,2,1,2,0,0,0,3,0,0,0,0.0,,0,0,4,2,2,1,0,0,0,2,4.0,5.0,6.0,4.0,5.0,3,5,2,2,0,1,2.0,2.5,PHD,2.5,3.0,5.0,1.5,1.0,3.9,1.0,0
EpiFinder,,,1,,,,1,0,,,,0,,,,,2,1,1,1,1,0,0,1,4.0,5.0,7.0,4.0,6.0,3,2,1,0,0,2,0.0,3.0,PHD,5.0,3.0,16.0,4.0,1.0,3.54,1.0,0
EpiVario,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,7.0,5.0,6.0,4.0,7.0,3,5,2,0,0,2,4.0,3.0,PHD,3.0,1.0,7.1,1.5,1.0,3.5,0.0,0
Epic,1,1,2,1,4,1,0,0,0,0,0,0,0.0,,0,0,5,2,2,2,0,0,0,2,2.0,5.0,3.0,2.0,4.0,2,5,0,2,2,2,0.0,2.0,Bachelors,3.0,2.0,13.0,9.0,1.0,3.5,0.0,1
Epicrop Technologies,,,1,,,,0,0,,,,0,,,,,2,1,0,0,0,0,0,0,5.0,6.0,7.0,4.0,5.0,3,2,1,1,1,2,0.0,3.0,PHD,1.0,1.0,20.0,10.0,1.0,3.5,0.0,0
Epics.gg,1,0,3,2,2,0,2,1,0,3,5,2,0.0,,0,0,4,3,3,3,1,0,0,2,8.0,7.0,6.0,5.0,7.0,3,15,5,3,2,2,3.0,2.0,Bachelors,4.0,1.5,7.0,5.0,2.0,3.5,1.0,0
Epignosis,,,1,,,,1,0,,,,2,,,,,5,1,1,1,0,0,0,0,5.0,5.0,6.0,4.0,5.0,2,20,10,1,0,3,0.0,3.0,PHD,3.0,1.0,8.0,1.0,1.0,3.5,0.0,0
Epimedica,,,1,,,,0,0,,,,0,,,,,1,0,1,0,0,0,0,0,5.0,4.0,5.0,4.0,5.0,3,5,1,1,0,2,0.0,1.0,Bachelors,4.0,1.0,20.0,10.0,1.0,3.5,0.0,0
Epoch Partners,,,1,,,,1,0,,,,0,,,,,1,0,1,1,0,0,0,0,6.0,5.0,7.0,4.0,6.0,3,9,2,1,1,2,0.0,2.0,Bachelors,3.0,1.0,8.0,8.0,1.0,3.2,0.0,0
Epsagon,0,0,2,2,0,0,0,0,2,0,0,0,4.0,Masters,0,0,4,2,0,0,0,0,0,0,5.0,5.0,6.0,3.0,5.0,3,15,2,2,2,1,0.0,2.0,Masters,3.0,1.0,8.0,6.0,1.0,3.5,0.0,1
EqualMetrics,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,3,2,5,0,0,2,0.0,2.0,Bachelors,0.0,1.0,10.0,13.0,1.0,0.0,0.0,0
Equals 3,0,0,2,0,0,0,1,1,0,0,0,0,5.0,Bachelors,0,0,4,1,2,2,1,0,0,2,4.0,5.0,7.0,5.0,6.0,3,5,2,2,0,2,0.0,2.0,Bachelors,3.0,2.0,15.0,10.0,1.0,3.1,0.0,0
Equani,,,1,,,,0,0,,,,0,,,,,1,0,1,0,1,0,0,0,7.0,8.0,6.0,5.0,7.0,5,3,1,0,0,2,0.0,2.0,Bachelors,0.0,2.0,6.0,0.333,0.0,0.0,0.0,0
EquiFi,0,0,2,0,0,0,0,0,1,0,0,0,0.0,,0,0,3,0,1,0,0,1,0,1,3.0,6.0,4.0,3.0,6.0,3,8,1,0,0,3,0.0,2.0,Bachelors,3.0,1.0,40.0,7.0,1.0,3.3,0.0,0
Equilibria,0,0,2,0,0,0,1,1,2,0,0,0,1.75,Masters,0,0,3,1,2,1,1,0,0,1,7.0,8.0,6.0,5.0,7.0,3,5,10,1,0,2,0.0,2.0,Masters,4.0,2.0,15.0,4.0,1.5,3.5,0.0,0
Equilo,2,0,2,0,0,0,2,1,4,0,0,1,2.0,Masters,0,0,3,2,2,2,0,2,0,2,5.0,6.0,4.0,5.0,7.0,3,8,3,2,0,1,0.0,2.0,Masters,4.0,1.5,15.0,12.0,2.0,3.6,1.0,0
EquipmentShare,0,0,4,2,2,0,2,1,0,11,8,1,0.0,,0,1,4,2,3,3,2,1,2,3,5.0,6.0,7.0,4.0,6.0,3,20,5,4,1,2,1.25,2.0,Bachelors,3.0,3.25,7.0,2.0,1.5,3.5,1.0,1
Equity Data Science,0,0,2,1,0,0,1,1,0,0,0,0,0.0,,0,0,3,1,2,2,1,2,0,2,7.0,6.0,7.0,5.0,8.0,5,5,2,0,1,2,0.0,2.0,Masters,4.0,1.0,5.5,7.0,1.0,3.5,0.0,0
EquitySim,2,0,2,1,2,0,2,1,3,10,0,1,5.0,Bachelors,0,0,4,2,2,2,1,1,0,2,5.0,6.0,6.0,5.0,6.0,3,5,1,2,1,2,0.0,2.0,Masters,4.0,2.0,8.0,3.0,1.0,3.5,0.0,0
Ernest Pharmaceuticals,2,0,3,1,0,0,0,0,3,0,0,0,1.0,Doctoral,0,0,5,3,1,3,0,0,0,1,7.0,8.0,7.0,5.0,8.0,3,10,5,0,0,1,0.0,2.0,PHD,2.0,2.0,8.67,3.67,1.67,3.5,0.0,0
Errund,,,1,,,,0,0,,,,0,,,,,1,1,1,0,0,0,0,0,5.0,4.0,6.0,3.0,5.0,3,10,1,0,0,1,0.0,2.0,Masters,3.0,1.0,3.0,0.0,1.0,3.5,0.0,0
Esperovax,1,0,2,1,0,0,0,0,3,0,0,0,2.0,Doctoral,0,0,2,2,1,0,0,0,0,0,7.0,7.0,5.0,6.0,7.0,4,15,2,2,0,2,0.0,2.0,PHD,3.0,3.0,11.0,9.0,1.0,3.5,0.0,0
Espresso Logic,0,0,2,0,0,0,0,0,0,0,0,0,0.0,,0,0,4,1,0,1,0,0,0,0,7.0,6.0,8.0,5.0,8.0,3,5,2,1,1,4,0.0,1.0,Bachelors,3.0,1.0,25.0,53.0,2.0,3.5,0.0,0
Esprezzo,0,0,2,0,0,0,1,1,0,0,0,0,0.0,,0,0,5,1,1,1,0,0,0,1,6.0,7.0,4.0,5.0,7.0,2,15,5,1,1,2,1.0,2.0,Bachelors,4.0,2.0,11.0,4.0,1.0,3.5,1.0,0
Essential Health Solutions,,,1,,,,0,0,,,,0,,,,,2,0,1,0,0,0,0,0,5.0,4.0,5.0,3.0,5.0,3,5,3,1,0,2,0.0,3.0,PHD,4.0,1.0,20.0,36.0,1.0,0.0,0.0,0
Essmart,0,0,5,0,0,0,1,0,0,0,0,0,0.0,,0,0,2,3,4,1,0,0,0,1,5.0,6.0,5.0,5.0,7.0,3,10,3,1,2,2,0.0,2.0,M.B.A.,3.0,1.0,16.0,3.0,1.0,3.5,0.0,0
